antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
27,6,9,4,500,220000,Hermosa Casa con Piscina en El Sur de Guayaquil,-2.2459283,-79.90632640000001,440.0
6,5,5,0,240,225000,Casa en Venta - Urbanización Ciudad Celeste - Samborondon - Area Social,-2.0718388,-79.83702740000001,937.5
6,4,4,4,1000,1150000,"Hermosa Casa Minimalista en Puerto Azul, Mansión de Lujo",-2.3839594,-80.3558752,1150.0
2,4,4,0,480,750000,Villa Amplia Acabados de Lujo Nueva,-2.1085513,-79.87191339999998,1562.5
3,3,3,2,207,200000,Increíble Oportunidad de Compra en Terranostra,-2.189967667128228,-80.00195052012941,966.1835748792271
0,0,4,2,784,750000,Proyecto en Venta Blue Bay Doble Lago,-2.0964447,-79.85978310000002,956.6326530612245
25,4,3,5,500,250000,Vendo Urdesa. Casa Esquinera. 4 Habitaciones. Vivienda/negocio. $250.000,-2.174781112805589,-79.91021858400518,500.0
7,4,3,0,231,230000,En Venta Casa en Urb. Ciudad Celeste - K. Aguirre,-2.066687000676583,-79.84264028175352,995.6709956709957
3,3,2,1,126,95000,"En Venta Casa, Urb. Bonaterra en La Vía Salitre",-2.0391097,-79.86709969999998,753.968253968254
0,0,0,0,700,1000000,Linda Casa del Sol en Venta - Ruta del Sol,-0.6063636,-80.4061974,1428.5714285714287
6,8,4,0,240,100000,Vendo Casa Rentera con 4 Departamentos,-2.155192326146559,-79.92315099999996,416.6666666666667
14,4,5,0,280,290000,Vendo Casa con Piscina en Urb. Parques del Río - P. Silva,-2.1453197,-79.85837830000003,1035.7142857142858
20,4,4,2,300,210000,"Vendo Ceibos ""Sector Cerrado"" Linda Casa.4 Habitaciones. Estudio $210.000",-2.166569306954595,-79.94519784211116,700.0
40,3,2,0,98,60000,Venta Casa Ciudadela Las Acacias Negociable/ Mm,-2.2237854,-79.90317759999999,612.2448979591836
20,3,2,1,140,88000,"Venta Casa de Una Planta en Guayacanes, Norte de Guayaquil",-2.11714911977476,-79.89230868752725,628.5714285714286
3,3,2,1,162,129600,Espectacular Casa en Urb. Volare,-2.0489445,-79.90954470000003,800.0
10,5,6,2,400,350000,"Cdla. Simon Bolivar, Frente Al Aeropuerto.",-2.1480534,-79.8841984,875.0
0,3,3,2,180,195000,Casa en Cuidad Celeste Etapa La Dorada de 3 Dorm.,-2.0734632,-79.84164249999998,1083.3333333333333
6,3,2,2,180,150000,Casa de Venta en Via a La Costa Urb Bello Horizonte,-2.181698405545645,-79.98250255026176,833.3333333333334
7,3,3,2,100,96000,Casa de Venta en Urbanización La Joya,-2.030027403474143,-79.91381253544313,960.0
0,4,4,2,230,420000,Vendo Casa Moderna de Estreno en Isla Mocoli,-2.100170754475629,-79.86166656434631,1826.0869565217392
18,4,3,1,242,350000,"Casa en Venta Puerto Azul, Vía a La Costa",-2.3625197,-80.2949352,1446.280991735537
0,1,2,4,591,590000,Zamborondon Isla Mocoli Proyecto de Casa 4 Dorm. Al Lago,-2.104158358380436,-79.86055015522538,998.3079526226734
0,4,4,4,380,190000,Vendo Casa en Samborondon Urbanizacion Fuentes del Rio Km 10.5,-2.063035426778712,-79.87149261077877,500.0
0,0,0,4,1200,1000000,Casa Venta en Puerto Azul con Piscina,-2.18933325,-79.96684816,833.3333333333334
0,3,2,1,139,78000,La Joya Casa en Venta Modelo Q,-2.049838980091241,-79.91562585635376,561.1510791366907
6,3,2,1,120,87000,Urb. Milann Casa 3 Dorm.,-2.0380771,-79.8701254,725.0
0,4,4,1,153,138000,"Casa de Estreno, Villa Club - Etapa Luna, 4 H, 3.5 Baños (J. Luna)",-2.038903690460307,-79.89399563411558,901.9607843137255
5,4,5,4,1100,900000,Vendo Elegante Casa Via Samborondon 4 Habitacion Urbanizacion Exclusiva $900.000,,,818.1818181818181
10,3,3,0,110,60000,"Venta de Casa, Sauces 5",-2.191526053604974,-79.88158962297365,545.4545454545455
40,3,2,2,477,175000,Vendo Casa Para Remodelar de 2 Plantas en Urdesa. Circunvalacion Norte,-2.175398383450587,-79.90447928717197,366.87631027253667
0,3,2,3,200,160000,Bellavista. Villa con Piscina 2 Plantas,-2.184489165425502,-79.9115975846646,800.0
10,5,5,2,800,800000,Vendo Casa en Samborondon Primeros Kilom,-2.111083748018044,-79.87084865070835,1000.0
24,4,2,1,192,65000,Venta de Propiedad Ubicada en La Cdla. Las Orquídeas Al Norte de Guayaquil.,-2.09213052134563,-79.91548515741653,338.5416666666667
10,4,3,2,180,188000,Venta de Casa en Belhorizonte Via a La Costa,-2.1875144,-79.98125970000001,1044.4444444444443
5,4,5,2,230,200000,Casa en Venta Ciudad Celeste,-2.071488375123046,-79.84233719213483,869.5652173913044
10,4,4,2,650,650000,Casa 4 Dorm. Incluye Aires y Cortinas Us$650.000,,,1000.0
4,4,4,2,414,450000,Mocoli Casa en Venta 4 Años de Construida 4 Dorm.,-2.102442901125957,-79.8670732875496,1086.9565217391305
3,3,2,1,195,170000,Casa de Venta en Samborondon,-1.99133502616238,-79.82057791576449,871.7948717948718
0,3,3,2,144,118000,Vendo Casa de Estreno en La Joya,-2.082859537943885,-79.87008153933715,819.4444444444445
7,3,3,2,550,420000,Alquiler y Venta de Casa en Vía Samborondon,-2.056239895053519,-79.87696408726231,763.6363636363636
23,5,5,4,995,560000,Vendo Elegante Propiedad en Puerto Azul,-2.18930173896435,-79.96714193630726,562.8140703517588
10,3,2,1,180,130000,En Venta – Casa en Villa Club,-2.050890890512851,-79.8909915600189,722.2222222222222
0,3,3,1,127,128000,Casa en Venta con Acabados Modernos - Villa Club / Luna,-2.04721325279514,-79.88866340259398,1007.8740157480315
3,5,4,2,190,155000,Hermosa Propiedad en Ciudad Celeste,-2.068341170525824,-79.83821612224642,815.7894736842105
25,5,4,0,240,190000,"Alborada 10 Ma. Etapa Sector City Mall, Casa 2 Pisos con 5 Dorm. $190.000 Negociables",-2.141119,-79.9096753,791.6666666666666
22,4,4,2,320,210000,Garzota Venta Villa Bifamiliar por La Empresa Eléctrica,-2.147236481208883,-79.89266439364013,656.25
5,3,4,4,494,245000,Terranostra Vendo Villa,-2.189967667128228,-80.00195052012941,495.9514170040486
0,4,3,1,489,470000,Hermosa Casa Grande de Estreno,-2.106471542283834,-79.85871552425914,961.1451942740287
8,4,2,1,144,69000,"La Joya Etapa Turquesa, Casa de Una Planta 4 Dorm.",-2.047608808656506,-79.91596917910766,479.1666666666667
12,11,13,4,2472,750000,Venta Casa Km 2.5 Via Samborondon 11 Habitaciones,-2.132157717728956,-79.8622032899745,303.3980582524272
0,1,2,4,265,265000,Vendo Casa de 4 Dorm. E Incluye Suite,-2.1443285,-79.91357909999999,1000.0
13,3,3,0,171,76000,Casa de 3 Dorm. en Portón de Beata - E. Jivaja,-2.0572131,-79.95885520000002,444.44444444444446
0,3,2,2,101,68000,Se Vende Casa de Oportunidad de 1 Planta de Estreno en Villa Italia,-2.061716896864809,-79.92658508584441,673.2673267326733
3,4,6,2,378,460000,Venta Hermosa Casa Vía Samborondón Km 7 Al Río,-2.03748177272571,-79.83215510345951,1216.931216931217
0,4,4,2,400,350000,Isla Mocoli Vendo Moderna Casa de Estreno,-2.099934878612458,-79.8578470987091,875.0
5,3,3,0,300,150000,Se Vende de Oportunidad Casa en Ciudad Celeste - P. Silva,-2.068341170525824,-79.83821612224642,500.0
12,4,4,0,166,76000,"Se Vende Casa Al Sur de Guayaquil, Tiene Dos Departamentos Independientes (Rent)",-2.249144641141746,-79.88413997326353,457.8313253012048
0,4,4,2,316,405000,Samborondon Casa de Estreno 4 Dorm.,-2.058377644239716,-79.8619473176733,1281.6455696202531
0,3,2,2,150,272000,Moderno Departamento Vistalagos Isla Mocoli,-2.103930524322456,-79.85956310230785,1813.3333333333333
0,0,0,0,200,360000,Ceibos Norte Estrene Casa de Lujo,-2.1884336,-80.0272384,1800.0
28,12,18,4,750,600000,Vendo Edificio Comercial en La Zona Rosa de Gye,-2.1480534,-79.8841984,800.0
0,3,2,2,123,62000,Vendo Casa Villa del Rey (Palacio 2b) Etapa Juan Carlos,-2.0495844,-79.91469230000001,504.0650406504065
20,4,4,0,220,115000,"Casa en Venta Cdla. Los Esteros, Sur de Guayaquil",-2.2417817,-79.89705800000002,522.7272727272727
0,4,4,2,477,585000,Villa Espectacular en La Isla Mocoli!,-2.1043031,-79.86048310000001,1226.4150943396226
14,4,8,4,1400,1650000,Venta Casa Amplia de 4 Dorm. Km 6 Via a Samborondon,-2.054318349943824,-79.92039649676161,1178.5714285714287
12,5,7,3,1110,690000,Vendo Casa en Samborondon con Vista Al Lago,-2.131757383652178,-79.86466721252197,621.6216216216217
8,3,5,2,226,240000,*vendo Hermosa Casa Urb. Alcance,-2.1224426,-79.90581780000002,1061.9469026548672
0,3,3,1,137,128000,Venta - Casa a Estrenar Urbanización en Villa Club Conjunto Iris,-2.03103369121621,-79.89289056400145,934.3065693430657
2,4,5,2,253,295000,Se Vende Casa Vía a La Costa Urb. Bosques de La Costa,-2.184009661218837,-79.97059950132751,1166.00790513834
0,4,4,2,400,350000,Isla Mocoli Vendo Casa Moderna de Estreno,-2.139855307960203,-79.86360132235717,875.0
15,3,3,2,280,280000,Venta Linda Villa 3 Dorm. Bouganville,-2.1334756,-79.86441990000003,1000.0
0,4,4,2,335,498359,"Venta de Propiedad Exclusiva en Isla Mocoli, Pacifica Cerca de Plaza Lagos",-2.1043031,-79.8604831,1487.6388059701492
7,3,4,2,220,185000,"Vendo, Casa en Puerto Azul, Linda, Espaciosa, Muy Buen Precio",-2.194831715124715,-79.96430160268903,840.9090909090909
27,4,3,2,222,245000,Villa Colinas de Los Ceibos - 4 Dorm.,-2.1501319,-79.93396080000002,1103.6036036036037
6,0,0,2,454,410000,"Villa Espectacular en Venta, Diagonal a Plaza Lagos y Junto a Plaza Batan",-2.1956327,-79.91578149999998,903.0837004405287
7,4,3,2,206,179500,Vendo Casa Oportunidad Via Samborondon Urbanización Matices - Mariuxi Rugel,-2.111083748018044,-79.87084865070835,871.3592233009708
6,3,2,2,196,160000,Vendo Casa en Ciudad Celeste - F. Brito,-2.069438923079831,-79.84145918308104,816.3265306122449
6,2,2,1,180,125000,Deparamento en Venta Santa Cecilia,-2.162087802779203,-79.94190992366487,694.4444444444445
0,4,4,2,476,585000,Proyecto en Venta en Muy Buena Urbanizacion de Isla Mocoli,-2.103169290390452,-79.86792086564981,1228.9915966386554
0,3,2,1,115,115000,Se Vende Casa de Estreno en Mirador del Norte - H. Valverde,-2.136862377885878,-79.91852768465577,1000.0
20,3,3,2,163,135000,"En Venta Casa en Urb. Santa Cecilia, Los Girasoles Ceibos",-2.159193044362843,-79.94310119101561,828.2208588957055
0,4,4,3,480,480000,Casa - Samborondón,-2.124348499999999,-79.8638765,1000.0
0,5,7,3,1772,2950000,Venta de Oportunidad Mansion de Estreno en Samborondon Ecuador,-2.123447759897666,-79.86423253986209,1664.7855530474042
0,4,4,0,48494,580000,Linda Casa de Venta en Arrecife Isla Mocoli,-2.113124,-79.85602059999997,11.960242504227327
5,3,3,1,120,100000,Comoda Casa en Compostela Via Salitre,-2.0238588,-79.86633460000002,833.3333333333334
8,3,4,2,300,220000,Villa en Venta Ciudadela Puerto Seymour Vía a La Costa,-2.184807509446279,-80.00872382559129,733.3333333333334
10,4,4,2,316,330000,"Se Vende Acogedora Casa, Km 7 Via a Samborondon",-2.104614605416837,-79.87330745501708,1044.3037974683543
10,2,2,0,168,70000,"Venta de Casa en Cdla. Pájaro Azul Cerca de Jardines La Esperanza, Juan Montalvo",-2.191526053604974,-79.88158962297365,416.6666666666667
2,3,2,1,122,70000,Casa de Una Planta con 3 Dormitorio en Urbanización San Antonio,-2.044297525648116,-79.86890264973755,573.7704918032787
6,4,2,1,180,170000,Bella Casa en Belohorizonte,-2.185686634209913,-79.98639711698308,944.4444444444445
4,3,2,1,280,135000,Vendo. Via Samborondon Linda Casa. 1 Planta. 3 Habitaciones. $135.000,,,482.14285714285717
8,3,5,2,160,95000,"Casa en Villa Club, 3 Dorm. c/u con Bano/amplio Patio",-2.033531937643264,-79.89299785236204,593.75
0,3,3,1,137,130000,Vendo Hermosa Casa de Estreno en Villa Club Etapa Iris 3 Habit. c/u Bano,-2.0342721,-79.89789830000001,948.9051094890511
0,3,3,1,180,170000,Vendo Casa Via a La Costa Urbanización Bosques de La Costa - Mariuxi Rugel,-2.184255394077948,-79.97051047419433,944.4444444444445
0,3,3,2,107,133258,Costalmar 2 - Capri Plus,-2.191211534199999,-80.0478428853,1245.4018691588785
5,5,6,2,225,190000,Amplia Casa de Venta en Urbanización Ciudad Celeste.,-2.072385657583181,-79.84121871097562,844.4444444444445
0,3,3,2,112,98000,Casa Totalmente Nueva de Oportunidad,-2.0637748,-79.8972296,875.0
5,4,2,1,120,95000,La Perla Etapa 4 Vendo Flamante Casa,,,791.6666666666666
10,4,4,2,337,295000,"En Venta Amplia Casa Via Samborondon Km 9,5",-2.063310499875091,-79.87232525180661,875.3709198813057
18,3,3,2,241,275000,Pto Azul Casa Amoblada Vendo 3 Dorm. - Salar Estar - 2 Garajes,-2.189087318854507,-79.96221740055591,1141.0788381742739
15,5,5,2,826,620000,Venta Casa Via Samborondon 5 Dorm. Primeros Km,-2.112218073202756,-79.87090488941038,750.6053268765133
0,3,2,2,120,99000,La Joya Modelo Ym,-2.049838980091241,-79.91562585635376,825.0
6,3,3,2,250,260000,Se Vende Amplia Casa en Urbanizacion Bouganville Samborondon,-2.1312422,-79.86713359999999,1040.0
10,5,4,2,321,420000,Venta - Casa - Urbanización Samborondon Primero Kilóm,-2.154358,-79.86731329999998,1308.411214953271
0,0,1,3,110,85000,Vendo Villa en La Urbanizacion Villa Club,-2.033531937643264,-79.89299785236204,772.7272727272727
10,4,4,3,530,355000,"Espactacular Casa, 530 m de Terreno 350 m de Construcción",-2.1326675,-79.86484039999999,669.811320754717
32,5,3,0,154,115000,Casa en Venta Tipo Rentera - L. Rojas,-2.1977049,-79.89629969999999,746.7532467532468
3,3,3,1,200,280000,Vendo Casa Moderna de 3 Dorm. Km 4 Vía a Samborondón Sector de Primera,-2.1168065,-79.86690899999999,1400.0
5,4,4,2,500,520000,Casa 4 Dorm. Piscina Venta Us$520.000 Alquiler Us$5.000,,,1040.0
6,5,5,3,614,480000,"Casa en Venta en Urbanización Portofino Km 11,5 Vía a La Costa",-2.18471132,-79.98856333,781.7589576547231
30,4,4,0,933,520000,Casa en Venta en Circunvalación Norte con Opción a Uso de Suelo Comercial,-2.175398383450587,-79.90447928717197,557.341907824223
10,4,7,2,365,328000,"Casa de Lujo en Puerto Azul, 4 Dorm. + Estudio + Atico/piscina",-2.192207128427595,-79.9700494508794,898.6301369863014
5,3,3,2,430,490000,Venta Casa Via Samborondon Km 4.5 con Piscina,-2.118577697124845,-79.87239277990113,1139.5348837209303
0,4,5,2,484,570000,Casa Espectacular en Isla Mocoli,-2.103930524322456,-79.85956310230785,1177.685950413223
0,1,3,6,650,600000,Casa - Samborondón,-2.1043031,-79.8604831,923.0769230769231
0,3,1,2,128,180000,Vendo Casas en Proyecto Puerto Azul Estreno 1 Año Plazo Desde,-2.187838321105027,-79.96480305004627,1406.25
0,3,3,2,138,125000,Villa Club Vendo Casa de Estreno $125.000,-2.035393442593982,-79.89411940799562,905.7971014492754
10,3,2,2,127,95000,Casa de Venta en Las Primeras Etapas de La Joya.,-2.046968236624498,-79.9156793529175,748.0314960629921
1,5,6,4,370,330000,En Venta Casa Santa Maria de Casa Grande Via Samborondon - Daule,-2.048720060964849,-79.89271186400146,891.8918918918919
18,4,4,2,350,280000,Puerto Azul Alquilo Casa 4 Dorm. - Estudio - Sala de Estar - Aires - Cortinas,-2.18930173896435,-79.96872980404407,800.0
8,4,4,2,638,600000,Villa Venta Isla Sol,-2.1472172,-79.85978310000002,940.4388714733542
39,3,2,0,78,59500,Casa en Venta Sur de Guayaquil,-2.237982851168643,-79.90280099129336,762.8205128205128
0,3,3,0,135,220000,"Venta de Departamento en El Condominio Belice, Samborondon, Cerca del Cc Village Plaza",-1.964445796219999,-79.722524258,1629.6296296296296
32,8,6,0,105,50000,Casa Rentera - Guasmo Sur - K. Paladines,-2.2485611,-79.89268090000002,476.1904761904762
4,4,4,2,190,160000,Se Vende Casa con 4 Dorm. y Estudio en Ciudad Celeste,-2.073659197271514,-79.84677773342196,842.1052631578947
15,3,4,2,510,450000,"Lago Sol Casa en Venta, Como Nueva de Oportunidad!",-2.092968451752491,-79.87362299367066,882.3529411764706
0,4,4,2,650,750000,Proyecto de Casa de Venta en Lagos de Batán.,-2.125641391211939,-79.86871620685423,1153.8461538461538
10,4,3,2,451,470000,Vendo Casa en Laguna del Sol Sector Km 7 Vía a Samborondón,-2.085503015388085,-79.87406778540037,1042.128603104213
30,3,1,0,101,52000,Se Vende Casa de Una Planta Cdla. La Pradera Sur de Guayaquil,-2.2370492,-79.89338069999997,514.8514851485148
0,1,2,3,123,179900,Casa - Vía a La Costa,-2.18527,-79.974617,1462.60162601626
0,3,2,1,102,86000,Vendo Casa en Urbanización Villa Italia,-2.061714097415615,-79.92511318329775,843.1372549019608
8,4,3,2,478,680000,Casa 4 Dorm. Us$680.000,,,1422.5941422594142
0,3,3,0,135,120000,Se Vende Villa en Nápoli con Piscina,-2.073250033227725,-79.88318695727537,888.8888888888889
0,3,3,2,160,90000,Se Vende Linda Casa Dos Plantas Valle Alto Etapa Paris,-2.183962321702683,-80.0718816069458,562.5
8,3,4,2,313,206000,"Portal Al Sol, Km 11 Vía a La Costa, Vendo Casa Esquinera Amplia 313 m² $206.000",-2.182677,-79.9832432,658.14696485623
0,1,2,6,700,750000,Casa - Samborondón,-1.960626299999999,-79.727151,1071.4285714285713
15,3,3,1,250,190000,Vendo Villa Ceibos Norte,-2.150243650191443,-79.94297323372956,760.0
11,3,2,1,180,110000,Vendo Casa en Urbanizacion Villa Club Etapa Estelar,-2.033531937643264,-79.89299785236204,611.1111111111111
30,4,3,2,540,555000,Divina Casa Vendo Olivos 1!,-2.168353946308851,-79.94294466347657,1027.7777777777778
12,4,5,2,456,450000,Venta de Hermosa y Amplia Casa en Entre Lagos,-2.0907999,-79.87306769999998,986.8421052631579
53,4,6,0,450,480000,Hermosa Casa en Urdesa Central,-2.162285609493887,-79.90832494444066,1066.6666666666667
15,6,6,3,600,320000,"Casa en Venta - Cimas de Bim Bam Bum - Via a La Costa - 6d - $320,000",-2.1644903,-79.92929300000003,533.3333333333334
0,3,3,0,680,1200000,Villa de Venta en Plaza Lagos con Máster Abajo,-2.0979672,-79.874552,1764.7058823529412
10,5,6,4,750,450000,"Alquilo Amplia Casa en Samborondón, 5 Hab. + Patio con Bbq",-2.146121390218411,-79.87402438618199,600.0
5,4,3,1,196,180000,Vendo Casa de Cuatro Dorm. en Ciudad Celeste - Samborondon,-2.071613787296468,-79.84206462327882,918.3673469387755
5,4,5,2,454,450000,Urb. Laguna del Sol Casa Bioclimatica en Venta con Diseño Exclusivo,-2.080773805194784,-79.87264689580081,991.1894273127754
15,4,4,1,325,340000,Se Vende Casa - Terra Nostra,-2.1852441,-80.02554650000002,1046.1538461538462
12,3,2,0,120,77000,Vendo Casa Metropolis 1 Autopista Narcisa de Jesús Norte,-2.0657163,-79.91408339999998,641.6666666666666
2,4,4,0,680,1400000,"Samborondon - Casa en Venta - Urb Lagos de Batan - us$1'400,000",-2.101989,-79.876981,2058.823529411765
10,3,3,2,160,130000,Hermosa Casa en Valle Alto,-2.203753236102099,-80.06007988728027,812.5
5,4,4,2,407,380000,Venta de Amplia Villa Via a Samborondon,-2.107305499999999,-79.872252,933.6609336609337
5,4,4,2,345,190000,Samborondon Ciudad Celeste Casa de 2 Plantas,-2.0694683,-79.84158359999998,550.7246376811594
6,3,2,0,131,109000,"Urb. Cataluña, Casa en Venta en La Vía a Salitre",-2.0446042,-79.8723837,832.0610687022901
10,4,4,2,201,285000,Venta Casa Espectacular en Goleta - Alcance - S. Ibañez,-2.120034652266427,-79.90518804760006,1417.910447761194
18,0,5,4,800,720000,Los Olivos con Suelo de Uso Comercial en Venta o Alquiler,-2.170173485934077,-79.94325967354126,900.0
1,3,5,3,375,240000,Vendo Casa con Piscina Ciudad Celeste,-2.071613787296468,-79.84206462327882,640.0
30,4,4,2,660,380000,Vendo Hermosa Casa en Cimas de Bim Bam Bum,-2.1761548,-79.94256689999997,575.7575757575758
5,3,3,1,275,235000,Venta Casa Santa Maria Casa Grande 3 Dorm.,-2.12405463064469,-79.86154138542668,854.5454545454545
0,4,4,2,380,585000,Samborondon Estrene Preciosa Casa Minimalista de 4 Dorm.,,,1539.4736842105262
0,1,1,5,280,120000,Venta de Casa en Las Orquídeas Norte de Guayaquil,-2.092145028496312,-79.91497469895018,428.57142857142856
6,3,3,2,337,265000,Casa de Venta en Samborondon,-2.1956327,-79.91578149999998,786.3501483679526
7,3,3,1,250,112000,Casa en La Joya de Estreno Oportunidad,-2.02935988571579,-79.91826515002441,448.0
8,3,2,2,200,185000,"Vendo Casa Esquinera Portal Al Sol Km 11,5 Vía a La Costa",-2.1884884,-80.02816619999999,925.0
4,3,3,1,207,185000,Se Vende Casa en Ciudad Celeste con Buenos Acabados Aires y Cortinas.,-2.075111017647299,-79.85773998714944,893.7198067632851
