antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,publicado,tipodevendedor,titulo,lat,long
7,4,3,2,240,195000,,,Alquiler Casa Amoblada Via a La Costa Belo Horizonte 4 Dorm. - Mariuxi Rugel,-2.201833068318682,-80.0692202955509
15,7,5,3,1100,850000,,,Oportunidad - Samborondon Km 2 - Casa en Alquiler o Venta - 7 Dorm.,-2.054091197236252,-79.87803072152974
4,5,4,2,135,148000,,,Se Vende Casa Grande de 3 Pisos en Cdla. Guayacanes - Como Nueva,-2.117758759982687,-79.8963536602356
5,4,4,2,154,205000,,,Residencia en Venta en Vista Sol,-2.087339767999961,-79.87293762683106
18,4,3,1,180,120000,,,Vendo Casa en Urdenor 2 Remodelada,-2.149320914848173,-79.9072220444275
A estrenar,4,3,2,135,115000,,,Estreno Casa Urbanización La Joya Etapa Tiara 4 Dorm. $115.000 Fijos,-2.0495844,-79.91469230000001
10,2,1,2,90,58000,,,"Casa en Venta. Cdla. Villa España, Etapa Madrid, Cerca Avícola Fernandez",-2.079577,-79.92215870000001
A estrenar,3,3,2,261,320800,,,Venta de Estupendas Villas por Estrenar Isla Mocoli,-2.1027766,-79.85803279999999
,1,2,5,890,895000,,,Se Vende Preciosa Casa de Lujo en Urb. Los Cedros,-2.1670155,-79.9444433
21,0,0,0,218,260000,,,Venta de Casa en Urb. Entre Rios,-2.1489875,-79.86949400000003
19,4,4,0,650,800000,,,Villa Residencial en Venta en Samborondon Urbanización Rio Grande,-2.135094899999999,-79.8627436
1,0,0,0,450,235000,,,"Venta de Casa Duplex, El Condado, Vía Samborondón",-2.04732211925324,-79.91113433624571
En construcción,0,4,2,480,478359,,,Proyecto en Venta Isla Mocoli Urbanizacion Pacifica,-2.1043031,-79.86048310000001
4,4,4,2,157,105000,,,Casa de Venta La Joya Etapa La Perla,-2.1803715,-79.84386519999998
A estrenar,4,5,5,600,1300000,,,Lagos del Batan,-2.099323060139649,-79.88710072089845
A estrenar,3,3,2,140,127000,,,En Venta Casa en Urb. Mallorca - Vía Salitre,-2.036956,-79.86867760000001
1,3,3,0,212,170000,,,Casa en Venta Terranostra Pedrables - G. López,-2.1856063,-79.99813670000003
15,3,2,3,190,135000,,,"Venta Casa Esquinera, Samanes 7, con Tres Frentes, Av Francisco de Orellana",-2.113597360295507,-79.90868269037571
2,3,2,1,118,60000,,,"Venta de Casa de 1 Planta en Urb La Joya Etapa Coral, La Aurora - Daule",-2.0539063,-79.89672200000001
,0,0,4,108,76000,,,Casa en Sauces 8 con Acabados de Primera,-2.127062899999999,-79.8930692
8,4,7,2,585,450000,,,Vendo Casa en Samborondon,-2.1073055,-79.872252
5,4,4,0,960,850000,,,Preciosa Casa de Venta Via a Samborondon,-2.161322830586516,-79.86570965390626
10,4,4,2,3500,1875000,,,Vendo Casa de Lujo con Hermosa Vista Frente Al Río en El Km 5.5 Vía Samborondón,-2.112264224003315,-79.8711924573364
40,4,3,0,145,105000,,,Vendo de Oportunidad Una Casa Rentera. El Oro y Tungurahua Esquina.,-2.2097199,-79.9032393
15,3,2,1,116,105000,,,Vendo Villa Sector Norte.,-2.136862377885878,-79.91852768465577
18,4,4,1,115,80000,,,"Hermosa Casa 1 Planta, 4 Dorm. en Samanes 7",-2.113597360295507,-79.90868269037571
6,4,3,1,124,108000,,,"Venta - Urb. Volare: Linda Casa de 3 Dorm., Excelente Ubicación",-2.048933778023372,-79.90951251349185
A estrenar,3,2,1,120,110000,,,"Urbanización La Rioja, Vendo Casa de Dos Plantas",-2.053153149341061,-79.93202611036986
15,4,3,2,432,530000,,,Venta de Villa Km 7 Via Samborondón,-2.1070207,-79.8723299
5,3,1,2,201,115000,,,Casa de Venta en Urbanización Casa Laguna,-2.047553635734123,-79.88243449512328
4,3,3,1,78,82000,,,"Vendo Casa en Urb. Paraíso del Rio, Excelentes Acabados, Av Narcisa de Jesús",-2.066176869608959,-79.8928496761963
8,4,4,2,1000,720000,,,"Isla Sol - Casa Al Lago - 4 Dorm. - $720,000",-2.1472172,-79.85978310000002
5,3,2,0,105,88000,,,Casa en Urbanización La Joya - Etapa Coral - Modelo Ym,-2.0541336,-79.91666229999998
20,5,4,4,500,900000,,,Laguna Club Casa de Venta de Lujo,-2.185610399999999,-79.9899024
A estrenar,4,4,2,405,454000,,,Proyecto en Venta - Isla Mocoli - Urb. Pacífica $454.000,-2.102416097091389,-79.86802547174989
20,3,3,1,265,250000,,,Venta Casa Rentera Kennedy Nueva Sector Norte - Guayaquil: Cerca Al Policentro,-2.17663681369419,-79.89537533729555
17,3,3,4,243,120000,,,Venta de Casa de Dos Pisos en La Urb. San Felipe (Calle Principal),-2.139046569940171,-79.9212717803955
10,8,6,0,82,125000,,,!casa Rentera en Sauces 3. Mensual $1030!,-2.128878529540255,-79.89176987514645
5,4,4,2,180,180000,,,"Casa en Venta, con Diseño Exclusivo, en Ciudad Celeste, Etap",-2.074589295375011,-79.85734945725494
3,2,2,1,484,580000,,,Estrene Moderna Casa en Isla Mocoli Urbanizacion Arrecife,-2.101386821815872,-79.85859482485353
9,4,4,3,360,245000,,,Linda Casa en Urbanización. Belo Horizonte,-2.187779471895832,-79.9782656491821
1,2,1,2,72,50000,,,"Vendo Hermosa Casa en Urbanización Villa España (Usd$50,000)",-2.080696999923571,-79.91974707814029
18,5,5,0,820,500000,,,Casa Urdesa Central Corredor Comercial en Venta,-2.160784641201352,-79.9083678597849
26,3,4,2,350,380000,,,Venta Preciosa Casa en Santa Fe Remodelada,-2.134671599999999,-79.8675269
31,9,9,0,360,189000,,,Se Vende Casa Comercial en Urdenor 2,-2.149320914848173,-79.9072220444275
8,4,4,0,745,899000,,,Km. 6 Vía Samborondon Castelago Hermosa Casa en Venta,-2.095318799999999,-79.8723837
A estrenar,0,0,0,494,230000,,,"Casa en Venta, Urbanización Vicrieel, Vía Samborondón",-2.053239,-79.89721700000001
12,5,6,0,319,290000,,,Vendo en Urb. Santa Maria de Casa Grande,-2.051322,-79.89351979999998
6,4,4,2,700,690000,,,Vendo Casa Km 8 Vía Samborondon Amplia Área Social con Vista Al Lago,-2.1257004,-79.86326789999998
13,3,5,3,721,510000,,,Vendo Casa en Samborondón Vista Al Río,-2.112800301216198,-79.8699479123535
A estrenar,3,4,1,120,110725,,,Hermosa y Elegante Casa Modelo Fontana/ Urbanización Privada Casa Laguna.,-2.0412082,-79.88794589999998
35,4,6,3,723,370000,,,Venta y Alquiler (Multinacional) de Casa en Circunvalacion (Corredor Comercial),-2.166123793087345,-79.91167234129125
20,9,5,3,600,650000,,,Se Vende Casa en Puerto Azul Via a La Costa,-2.3839594,-80.3558752
8,3,3,2,168,145000,,,"Vendo Casa en Urb. Valle Alto, Etapa Roma, Km 20 Vía a La Costa",-2.192089,-80.05532299999999
3,3,4,0,190,253000,,,Casa en Venta o Permuta Bosques de La Costa,-2.1846154,-79.9699665
10,0,0,0,280,390000,,,Se Vende Propiedad Rentera Ubicada en Centro Norte,-2.1956795,-79.89200900000003
A estrenar,3,2,0,149,145000,,,Casa en Venta en Urbanizacion Napoli Modelo Florencia de 3 Dorm.,-2.036681883087718,-79.87056792579494
20,3,3,0,368,340000,,,Se Vende Hermosa Casa en Urb. Los Parques,-2.187581016656953,-79.96821481985171
A estrenar,3,2,2,180,198000,,,Casa de Dos Plantas Ciudad Celeste Etapa Estela (Proyecto),-2.0739766,-79.85118109999996
En construcción,3,2,0,109,89500,,,"Casa en Venta en La Joya, 2 Plantas, 3 Dorm. $89.500",-2.0495844,-79.91469230000001
11,3,2,2,128,88000,,,"Vendo de Oportunidad Casa en Urbaniz. La Joya, Etapa Brillante",-2.0495844,-79.91469230000001
En construcción,3,2,1,100,70000,,,Vendo Casa en Orquídeas Conjunto Cerrado Av Francisco de Orellana,-2.093658909767956,-79.9121649544922
21,3,3,0,400,330000,,,Linda y Amplia Casa en Urbanización La Puntilla,-2.154315303094477,-79.86580151741049
7,2,1,1,120,50000,,,Venta Casa Urb. La Joya Etapa Esmeralda 1 Planta Cerca a C. C. Mix Center,-2.02613639619703,-79.91243310632933
7,4,4,2,289,250000,,,"Vendo Casa de Lujo en Ciudad Celeste, La Brisa. Samborondón",-2.072857518388287,-79.84313750688477
1,5,5,1,360,320000,,,Estancias del Río Km 9.5 Vía a Samborondón,-2.1136478,-79.8702872
10,4,4,4,1200,580000,,,"Vendo Preciosa Casa, Puerto Azul, 4 Dorm.",-2.147998210522279,-79.88445422220155
30,3,4,2,780,365000,,,"Samborondón Km 3 - Tornero - Venta Casa de 3 Dorm. - Us$365,000",-2.132255160358331,-79.87095434609375
1,3,2,2,131,93000,,,Hermosa Casa de Venta por Estrenar.,-2.0590257,-79.92686939999999
A estrenar,4,6,2,400,550000,,,Alquilo Bella Casa en Samborondon,-2.106378884095808,-79.87259583486025
7,4,8,3,460,478000,,,"Venta de Casa Entre Lagos 460 m², 4 Dorm., Piscina Km 7 Samborondón",-2.0907999,-79.87306769999998
5,3,2,1,127,87000,,,En Venta Casa en Urb. Castilla - Rc El Dorado,-2.04241750943956,-79.8633185306885
15,3,3,0,70,65000,,,"Departamento de Venta en Cdla. Alamos Norte, Cerca del Cc City Mall",-2.1339347,-79.9113354
2,3,3,1,160,135500,,,Urbanizacion La Romareda,-2.0605016,-79.90457709999998
4,3,3,2,320,350000,,,Oportunidad Vista Sol Casa Moderna en Venta,-2.087339767999961,-79.87293762683106
20,6,6,2,213,260000,,,Vendo Casa Rentera en Entrerios,-2.1489703,-79.89583010000001
4,3,1,0,173,47000,,,Casa en Venta Portón de Beata - E. Jivaja,-2.1959612,-79.91066820000003
8,3,3,3,160,185000,,,Se Vende Hermosa Propiedad en Vía Al Sol (Vía a La Costa),-2.184851042718297,-79.99583505690345
10,3,3,0,137,125000,,,Vendo Casa Urbanizacion Málaga 2 - Dos Plantas,-2.0206313,-79.86745050000002
,0,6,0,1200,800000,,,Edificio Comercial en La Mejor Zona de Urdesa Central,-2.169047099999999,-79.9066383
11,5,4,2,199,170000,,,Se Vende Amplia Casa 5 Dorm. en Ciudad Celeste Etapa La Marina,-2.0715709,-79.84227920000001
3,3,4,2,352,330000,,,Vendo Linda Casa en Isla Mocolí,-2.104158358380436,-79.86055015522538
8,4,3,2,120,85000,,,Vendo Casa 4 Dorm. Al Contado Urbanización Metrópolis II Autopista Narcisa de Jesus,-2.0623977,-79.91787090000003
15,4,3,2,195,115000,,,"Vendo Casa en La 10 Ma Etapa de Alborada, Cerca de La Rotonda",-2.1326602,-79.90772989999999
,1,3,6,900,990000,,,Se Vende Casa de Lujo de 6 Dorms en Biblos,-2.1366931,-79.8685337
En construcción,4,4,2,610,320000,,,"Casa en Venta, Via Samborondon, Proyecto en Planos",-2.107594628015826,-79.86192881065898
12,3,3,2,260,465000,,,Villa en Venta Las Riberas / Via Samborondon Acabados de Primera,-2.142035,-79.8634591
A estrenar,6,6,1,220,260000,,,Samborondon Casa Rentera Urbanizacion Entre Rios,-2.14761003565278,-79.86957395595323
7,3,3,2,250,225000,,,Venta Casa Puerto Azul Via a La Costa - Guayaquil: Linda (Ideal Inversionistas),-2.189655532017107,-79.96490497392733
1,2,1,2,72,48000,,,"Vendo Hermosa Casa en Urbanización Villa España (Usd$48,000)",-2.1169808,-79.906635
A estrenar,3,3,2,457,390000,,,Venta de Hermosa Casa con Piscina de 1 Planta en Mocoli Gardens,-2.10408866796623,-79.86041872698365
20,4,4,3,995,550000,,,Puerto Azul - Casa de 4 Dorm. - Piscina Us$550.000,-2.192116,-79.96683080000003
8,4,3,2,300,280000,,,Se Vende Hermosa Casa en Urbanizacion Bonaire,-2.106378884095808,-79.87259583486025
,1,1,5,195,135000,,,Casa - Norte de Guayaquil,-2.149867099999999,-79.8997163
5,3,3,2,120,99000,,,Casa de Venta con Excelentes Acabados en La Joya.,-2.040063260338891,-79.91572226826173
,1,0,3,120,56500,,,"Urbanizacion Lagos de Daule, Vendo Preciosa Villa Dos Plantas, Tres Dorm.",-2.0059491,-79.9642126
25,8,11,4,1000,400000,,,Vendo Casa Lomas de Urdesa,-2.164133029616943,-79.90474779171831
,1,2,5,620,750000,,,Preciosa Villa en Urbanizacion Exclusiva Via Samborondon,-2.07077221822,-79.874574582
7,4,3,1,121,94000,,,Urb. San Antonio Vendo Casa 4 Dorm.,-2.045244411309813,-79.86803784075926
A estrenar,3,4,1,157,105000,,,Venta Casa Esquinera 2 Pisos Estreno Urbanización La Rioja Samborondon,-2.0533533,-79.92992629999998
4,4,3,2,370,325000,,,Casa de 4 Habitaciones con Hermosas Areas Sociales Vía Samborondon en Venta,-2.1350949,-79.86274359999999
A estrenar,3,2,0,122,69000,,,"Venta de Casa de 2 Plantas en Urb Villa del Rey, Modelo Palacio 5b",-2.1342769,-79.93362730000001
29,4,4,1,160,85000,,,Venta de Casa en Alborada Décima Etapa - C. Carrillo,-2.1374756,-79.90924410000002
12,3,1,2,120,75000,,,"Casa de Venta en Urb. Metrópolis 1, Tres Dorm., Papeles Al Día.",-2.070005039738593,-79.91202346347654
2,3,4,3,1200,1300000,,,"Bella Casa, Iluminada y Diseñada por Janine Cabal.",-2.08627577978962,-79.86874418271486
10,6,3,1,140,140000,,,Guayacanes Casa Rentera en Venta,-2.191526053604974,-79.88158962297365
20,3,3,1,252,200000,,,"Vendo Casa en Puerto Azul, 3 Dorm.",-2.194831715124715,-79.96430160268903
A estrenar,3,3,2,130,123000,,,"Casa de Venta Precio de Oportunidad Urb. Napoli, Modelo Danielle, con Jacuzzi, Vía a Salitre",-2.036688231469773,-79.87050547305296
A estrenar,4,4,3,530,1350000,,,Casa - Samborondón,-2.097967199999999,-79.874552
1,4,4,2,500,750000,,,"Preciosa Villa Via a Samborondon, Vendo",-2.147998210522279,-79.88445422220155
En construcción,3,2,0,120,86000,,,Casa en Venta en La Joya Nueva $86000,-2.0495844,-79.91469230000001
9,3,2,2,200,100000,,,Vendo Casa Valle Alto,-2.196655982737348,-80.06913502491454
8,3,3,1,130,58000,,,Venta Amplia Casa Mucho Lote 1/cerca del Parque Lineal (J. Luna),-2.0820049,-79.92294729999998
8,3,3,2,600,490000,,,Venta y Alquiler Casa San Isidro Ks,-2.038439203624974,-79.8697196001587
25,4,5,2,700,500000,,,Vendo Casa en Corredor Comercial. Los Olivos. Ceibos,-2.166381252714084,-79.94388880104981
A estrenar,3,3,0,277,158000,,,Casa en Urb. Villa Club - Etapa Natura - Modelo Exclusivo - Full Acabados,-2.033531937643264,-79.89299785236204
8,4,2,2,250,210000,,,Kennedy Vieja Vendo Casa de 4 Dorm.,37.0327294,-95.6260708
9,4,4,2,650,530000,,,"Samborondon - Urb El Rio - Casa con Vista Al Lago - Us$530,000",-2.1350949,-79.86274359999999
10,3,3,3,170,260000,,,"Casa de Venta en La Urbanización Central Park, Km 2.5 Vía Samborondon.",-2.1294273,-79.8667337
8,3,3,0,105,90000,,,Hermosa Casa en Colinas del Maestro,-2.076865332562519,-79.9141112587219
23,4,6,4,1200,650000,,,Vendo Casa Grande Puert Azul Tipo Finca,-2.189258854883414,-79.96493716043551
6,3,4,4,300,240000,,,Alquilo Linda Casa con Piscina,-2.1294425,-79.8692337
3,4,0,0,568,850000,,,"Casa de Lujo de 4 Dorm. en Mocoli, Samborondon",-2.099487733731183,-79.86406145489809
4,3,4,0,240,350000,,,Vendo Casa Ciudad Celeste La Dorada,-2.069292715431309,-79.8404837269693
24,3,2,1,160,190000,,,Se Vende Casa en La Garzota,-2.145462104575202,-79.88866253778991
A estrenar,3,3,0,112,105000,,,"Casa en Venta en La Rioja, 2 Plantas, 3 Dorm. $105.000",-2.0533533,-79.92992629999998
A estrenar,3,3,0,153,154500,,,Venta de Casa a Estrenar con Jacuzzi en Urb Mallorca Village,-2.0696478,-79.93587639999998
4,3,3,2,200,255000,,,Sambrorondon - Casa - Oportunidad,-2.137652068040713,-79.86503898638921
A estrenar,3,4,1,120,102459,,,Vendo Hermosa y Cómoda Casa Modelo Ria en Urbanización Casa Laguna,-2.0502849,-79.902735
A estrenar,3,3,2,447,350000,,,Venta Casa 3 Dorm. por Estrenar Urb Portofino,-2.184776968954733,-79.98472174040523
5,5,6,2,900,900000,,,"Maravillosa Casa Nueva de Cinco Dorm., Estudio y Sala de Cine.",-2.13202906082563,-79.86031501482802
15,4,5,0,300,120000,,,Casa Rentera en Venta Sector Norte Sauces 6,-2.128111390141067,-79.8946657327881
10,5,7,2,207,130000,,,Vendo & Villas Norte - Alb - 4 - Etapa Excelente Oportunidad!,-2.1227998,-79.8828174
18,4,4,0,1000,1200000,,,Casa en Samborondon Urb. Laguna Dorada con Vista Al Lago,-2.1411698,-79.8597831
En construcción,3,3,2,240,252000,,,Venta Casa por Estrenar Urb Portofino 3 Dorm.,-2.184776968954733,-79.98472174040523
28,8,7,2,202,180000,,,"Casa Rentera, 4 Departamentos en Venta, Bellavista - G. Sosa - K. Baquero",-2.184489165425502,-79.9115975846646
8,3,2,1,222,138000,,,Linda Casa 1 Planta Ciudad Celeste Patio Amplio,-2.074902926756008,-79.85795718059603
16,4,4,0,730,800000,,,Casa Minimalista de Venta Olivos,-2.167139399999999,-79.9437532
5,3,3,2,100,62000,,,Casa Esquinera de Venta en Las Primeras Etapas de Villa del Rey,-2.023458065874413,-79.91679855767211
19,0,4,2,630,365000,,,"La Cumbre Vendo ""Divina y Sin Igual"" Casa Estilo Mediterráneo!",-2.157310489048339,-79.94228042579499
5,3,3,2,93,70000,,,Casa Paraiso del Rio 2,-2.059272,-79.8875979
8,3,2,2,130,60000,,,Casa de Una Planta en Venta en Urbanización La Joya.,-2.033715802571457,-79.91484250370485
A estrenar,3,4,1,124,110922,,,Vendo Lujosa Casa Modelo Fontana en Urbanización Casa Laguna,-2.0502849,-79.902735
A estrenar,4,3,2,170,145000,,,Mollorca Casa por Estrenar,-2.0729743,-79.94146080000002
17,3,3,2,310,270000,,,Vendo Casa Samborondón 1eros Kilóm - Remodelada,-2.144524450704541,-79.8638588144226
40,3,2,2,570,219000,,,"En Urdesa Negociable, Casa en Calle Dátiles",-2.166123793087345,-79.91167234129125
4,4,3,0,200,195000,,,Venta de Casa en Ciudad Celeste,-2.0694683,-79.84158359999998
11,5,5,0,2000,950000,,,En Venta ¡Espectacular Casa Tipo Mansión! - Me. Auz - P. Silva,-2.136867613756863,-79.86364074035646
10,4,4,0,240,65000,,,Vendo Casa Rentera Sur de Guayaquil,-2.226446434030305,-79.90733563633495
5,6,4,0,135,145000,,,Hermosa Casa en Guayacanes en Venta,-2.1178097,-79.89268090000002
A estrenar,3,3,1,135,135000,,,"Venta de Casa en Villa Club Etapa Magna, Cerca C. C El Dorado",-2.050890890512851,-79.8909915600189
7,3,4,4,2697,1300000,,,"Venta de Casa El Cortijo, Samborondón",-2.070407547878436,-79.8598177911133
A estrenar,3,3,0,96,63950,,,Casa a Estrenar. Crédito Biess/banco en Villa Bonita. Km 16 Vía Daule.,-2.064107,-79.95330469999999
A estrenar,4,3,0,105,64000,,,En Venta /por Estrenar /villas del Rey/ P. Guillermo,-2.0495844,-79.91469230000001
,45,4,2,3,370000,,,Casa - Centro de Guayaquil,0.968178899999999,-79.6517202
17,8,7,6,900,350000,,,Condominio en Venta en Santa Cecilia,-2.159654088840334,-79.94454385291749
2,3,1,1,120,98000,,,"Casa en Venta de Oportunidad, Urb. La Rioja",-2.057191752422993,-79.92844572062376
6,3,3,0,363,167000,,,Vendo Villa Urb. Los Angeles Km.22 Via a La Costa,-2.2125015,-80.06990630000001
25,4,6,3,430,285000,,,Vendo Casa en Samborondon,-2.137652636890666,-79.8636822720947
3,4,6,2,280,220000,,,"Vendo Casa en Ciudad Celeste, 4 Dorm, Amplio Patio.",-2.075310355167582,-79.85400896892611
4,3,2,2,220,248000,,,Vendo Casa en Bosques de La Costa,-2.184009661218837,-79.97059950132751
A estrenar,4,3,1,120,95000,,,Casa en Venta Urb Logare,-2.02058521954902,-79.8671262185303
A estrenar,3,3,1,200,225000,,,"Vendo Casa Duplex Acabados de Lujo en Ciudad Celeste, La Cristalina - Samborondon",-2.072064308562738,-79.84297281693512
8,3,2,1,72,65000,,,Mucho Lote 1 Atras de La Feria de Carros,-2.084195496585036,-79.92294951435548
10,4,2,0,100,68000,,,En Venta Casa en Juan Montalvo - S. Ibañez,-2.124348500978251,-79.91822767669066
7,3,3,2,480,286000,,,"Venta Casa Estancias del Río 480 m², Cerca Centros Comerciales",-2.064464534383507,-79.87280755581969
3,5,4,2,920,530000,,,Venta Casa 4 Dorm. Urb Santa Maria Casa Grande,-2.046447,-79.89532969999999
25,6,13,4,1650,250000,,,"Casa en Venta Lomas de Urdesa, 6 Dorm., 13 Baños, 1100 m².",-2.163865,-79.90667630000002
30,3,3,0,105,53000,,,Casa en Venta en Colinas de Martha del Roldos. - Esquinera,-2.155145,-79.91311539999998
A estrenar,3,3,2,145,135000,,,"Por Estrenar, Casa Amoblada en Napoli, 3dorm/jacuzzi/km 12 Via Samborondon",-2.036681883087718,-79.87056792579494
18,4,4,2,500,585000,,,Preciosa Casa de 4 Dorm. con Piscina,-2.12300821411351,-79.86437511562195
A estrenar,3,3,2,180,170000,,,Alquiler o Venta Casa Villas del Bosque - Via a La Costa,-2.2035682,-80.0667034
12,3,2,2,180,250000,,,Venta de Oportunidad Villa Via Samborondon Zona Tornero,-2.107305499999999,-79.872252
8,3,4,2,260,280000,,,"Venta Casa Parques del Río 260 m², Km 1 Vía Samborondón",-2.1454603,-79.85707020000001
,1,2,4,285,525000,,,Casa - Aires del Batan - Samborondón,-2.217499399999999,-79.9237738
12,3,2,0,135,95000,,,Venta de Casa Samanes 7 - C. Herrera - A. Maidana,-2.113597360295507,-79.90868269037571
4,3,2,1,190,140000,,,Vendo Casa de Una Planta Samborondon,-2.073659197271514,-79.84677773342196
10,9,7,2,220,300000,,,Vendo Casa Rentera Cdla. Garzota - de 3 Departamentos Independientes,-2.147735021705053,-79.8879758922821
22,6,5,3,534,200000,,,En Venta Casa de Dos Pisos en Urdesa Norte - A. Marín,-2.1584054,-79.90457709999998
4,3,2,1,73,78000,,,En Venta - La Joya (Oportunidad): Linda Casa de 3 Dorm. en Etapa Ópalo,-2.027252810606039,-79.91506979140166
4,3,4,4,630,500000,,,Vendo Casa Laguna Club - Via a La Costa - Estilo Moderno,-2.182737160914642,-79.98857202432862
1,2,2,0,109,75000,,,Se Vende Hermosa Casa Sauces 8,-2.130612872805141,-79.90260752705308
15,3,2,0,250,120000,,,Venta Vendo Casa en Samanes Sector Comercial Norte de Guayaquil,-2.113597360295507,-79.90868269037571
10,6,6,1,1100,570000,,,Casa en Venta en Aquamarina Vía a Samborondón,-2.1520745,-79.8625834
14,3,1,1,110,42500,,,"Venta de Casa en Cdla. ""Beata Mercedes Molina""",-2.068991118919009,-79.94746920416867
