antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
A estrenar,,,,"https://www.google.com/maps/place/-2.096867322921753,-79.8922348022461",,$25,Publicado hace 1 mes,Dueño Directo,Casa
Entre 5 y 10 años,3,2,No,"https://www.google.com/maps/place/-2.240000009536743,-79.93000030517578",10,$45.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa
Entre 5 y 10 años,2,2,Si,"https://www.google.com/maps/place/-2.134999990463257,-79.91300201416016",84,$85.000,Publicado hace 1 mes,Inmobiliaria,"Departamento en Venta en Kennedy Norte, 2 Hab, 2 Bañ, 1 Parqueo."
Entre 10 y 20 años,4,2,Si,"https://www.google.com/maps/place/-2.2112464904785156,-79.91196247069767",204,$90.000,Publicado hace 1 mes,Dueño Directo,Se Vende Casa Rentera Cdla Nueva Granada
,3,1,,"https://www.google.com/maps/place/-2.347881317138672,-80.27877044677734",200,$31.000,Publicado hace 1 mes,Dueño Directo,Terreno con Casa
A estrenar,3,4,Si,,230,$230.000,Publicado hace 1 mes,Inmobiliaria,Vendo Casa Ciudad Celeste
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.0920000076293945,-79.9219970703125",72, $44.000,Publicado hace 1 mes,Dueño Directo,VENTA KSA MUCHO LOTE 1 3ra etapa de oportunidad
Entre 5 y 10 años,3,2,No,"https://www.google.com/maps/place/-2.257253646850586,-79.88957977294922",100,$75.000,Publicado hace 1 mes,Inmobiliaria,Centro Venta Departamento
Hasta 5 años,2,2,No,"https://www.google.com/maps/place/-2.08672833442688,-79.95559692382812",120,$35.000,Publicado hace 1 mes,Dueño Directo,Se Vende Bonita Casa Bien Arreglada
Entre 10 y 20 años,2,2,No,"https://www.google.com/maps/place/-2.087890386581421,-79.92373657226562",140, $70.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa Junto Al Mini de Micomisariat
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.180000066757202,-79.98699951171875",239, $140.000,Publicado hace 1 mes,Inmobiliaria,Venta de Casa en Vía a La Costa Urb. Casa Club - A. Salvador
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.187999963760376,-80.0270004272461",411, $175.000,Publicado hace 1 mes,Inmobiliaria,Venta de Casa en Urb Los Angeles en Via a la Costa
Entre 20 y 50 años,3,3,Si,"https://www.google.com/maps/place/-2.196000099182129,-79.88500213623047",155, $140.000,Publicado hace 1 mes,Inmobiliaria,En Venta Departamento en Edif. El Dorado - Centro - C. SUÁREZ - A. COBOS
Hasta 5 años,5,5,Si,"https://www.google.com/maps/place/-2.053,-79.902",270,$215.000,Publicado hace 1 mes,Inmobiliaria,Casa con Piscina de 5 Dormitorios
Entre 5 y 10 años,3,1,Si,"https://www.google.com/maps/place/-2.2799999713897705,-79.9540023803711",110, $34.000,Publicado hace 1 mes,Dueño Directo,"VENTA CASA URB. BEATA MERCEDES MOLINA TIPO ""L"""
Entre 10 y 20 años,5,5,Si,"https://www.google.com/maps/place/-2.1413166522979736,-79.90919494628906",160, $180.000,Publicado hace 1 mes,Dueño Directo,Casa Esquinera Sauces 7
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.172133207321167,-79.91678619384766",180,$365.000,Publicado hace 1 mes,Inmobiliaria,en Venta Depart Samborondon Vista Al Río
Hasta 5 años,2,3,Si,"https://www.google.com/maps/place/-2.171506881713867,-79.8774642944336",105, $135.000,Publicado hace 1 mes,Inmobiliaria,Departamento Olivos2
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.066999912261963,-79.91000366210938",160, $87.000,Publicado hace 1 mes,Inmobiliaria,Ciudad del Río- Norte de Guayaquil
Entre 10 y 20 años,4,4,,"https://www.google.com/maps/place/-2.36299991607666,-80.29499816894531",1068, $2.800,Publicado hace 1 mes,Inmobiliaria,ALQUILER  VILLA AMOBLADA EN PUERTO AZUL BAÑOS TOTALMENTE RE MODELADOS /AA
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.1715214252471924,-79.87751007080078",249, $338.000,Publicado hace 1 mes,Inmobiliaria,Isla Mocoli Departamento Vista Al Rio
Hasta 5 años,3,1,Si,"https://www.google.com/maps/place/-2.2179999351501465,-79.90799713134766",112, $50.000,Publicado hace 1 mes,Dueño Directo,SE VENDE CASA ESQUINERA DE OPORTUNIDAD
Entre 20 y 50 años,3,1,Si,"https://www.google.com/maps/place/-2.2269999980926514,-79.89399719238281",100, $60.000,Publicado hace 1 mes,Inmobiliaria,VENTA DE DEPARTAMENTO AMOBLADO EN LA SAIBA
Entre 5 y 10 años,5,5,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",700, $480.000,Publicado hace 1 mes,Inmobiliaria,VENTA CASA EN PUERTO AZUL NEGOCIABLE/ER
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1389999389648438,-79.9219970703125",210, $115.000,Publicado hace 1 mes,Inmobiliaria,Casa de Venta en Urb. San Felipe
Entre 10 y 20 años,3,1,No,"https://www.google.com/maps/place/-2.132999897003174,-79.95700073242188",7,$1,Publicado hace 1 mes,Dueño Directo,Se Vende Esta Casa en Loma de L Florida
,6,6,,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",313,$85.000,Publicado hace 1 mes,Dueño Directo,Se Vende Casa
Entre 20 y 50 años,2,2,Si,"https://www.google.com/maps/place/-2.2060000896453857,-79.90499877929688",183,$78.000,Publicado hace 1 mes,Dueño Directo,Casa en Venta
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.0799999237060547,-79.9219970703125",72, $65.000,Publicado hace 1 mes,Inmobiliaria,Casa de Venta en Urb. Villa España
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.1,-79.905",105,$85.000,Publicado hace 1 mes,Inmobiliaria,Orquídeas Venta de Casa
Entre 20 y 50 años,9,9,Si,"https://www.google.com/maps/place/-2.196000099182129,-79.88899993896484",600, $282.000,Publicado hace 1 mes,Inmobiliaria,VENDO CASA RENTERA CON 4 LOCALES Y 11 DPTOS
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.244,-79.907",250,$85.000,Publicado hace 1 mes,Inmobiliaria,La Fragata Villa Una Planta
Entre 10 y 20 años,3,4,Si,"https://www.google.com/maps/place/-2.0532572269439697,-79.93010711669922",139, $700,Publicado hace 1 mes,Dueño Directo,Se Vende O Alquila Casa en San Felipe
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.2039999961853027,-79.9229965209961",158, $78.000,Publicado hace 1 mes,Inmobiliaria,CASA MULTIFAMILIAR EN BUEN ESTADO  LISTA PARA VIVI
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.2179999351501465,-79.92400360107422",160, $150.000,Publicado hace 1 mes,Inmobiliaria,Venta Casa Via Samborondon Urbanización Matices - Mariuxi Rugel
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.2179999351501465,-79.92400360107422",206, $179.500,Publicado hace 1 mes,Inmobiliaria,Venta Casa Oportunidad Via Samborondon Urbanización Matices - Mariuxi Rugel
A estrenar,3,4,Si,"https://www.google.com/maps/place/-2.1619999408721924,-79.91200256347656",126,$128.000,Publicado hace 1 mes,Inmobiliaria,"Departamento en Venta en el norte de Guayaquil, en Urdesa"
Hasta 5 años,1,1,No,"https://www.google.com/maps/place/-2.191999912261963,-79.88200378417969",60,$55.000,Publicado hace 1 mes,Dueño Directo,Venta de Suite Zona Bancaria Y Comercial
A estrenar,4,3,Si,"https://www.google.com/maps/place/-2.0829999446868896,-79.93000030517578",135,$105.000,Publicado hace 1 mes,Inmobiliaria,"Venta de casa, en Urbanización Villa Italia, vía La Aurora"
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.36299991607666,-80.29499816894531",205, $200.000,Publicado hace 1 mes,Inmobiliaria,Casa en Venta Via a La Costa Urb. Terranostra 4 Dorm. - Mariuxi Rugel
Entre 10 y 20 años,4,6,Si,"https://www.google.com/maps/place/-2.0753839015960693,-79.8452377319336",380,$350.000,Publicado hace 1 mes,Dueño Directo,Venta de Casa en C. Celeste (negociable)
En construcción,3,2,Si,"https://www.google.com/maps/place/-2.0889999866485596,-79.9010009765625",7,$32.000,Publicado hace 1 mes,Dueño Directo,Vendo Esta Casa
Hasta 5 años,1,2,Si,"https://www.google.com/maps/place/-2.0920000076293945,-80.052001953125",32,$1,Publicado hace 1 mes,Dueño Directo,Vendo por Motivo de Viaje
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.062999963760376,-79.91600036621094",108,$68.000,Publicado hace 1 mes,Inmobiliaria,Hermosa casa de venta en Urbanización Metrópolis II
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.1619999408721924,-79.89800262451172",148, $368.000,Publicado hace 1 mes,Inmobiliaria,Se Vende Departamento en Edifico Quo
Entre 10 y 20 años,8,3,No,"https://www.google.com/maps/place/-2.2820000648498535,-79.87899780273438",126, $45.000,Publicado hace 1 mes,Dueño Directo,SE VENDE CASA RENTERA DE 2 PLANTA INDEPENDIENTES DE OPORTUNIDAD
Hasta 5 años,3,2,Si,,72, $30.000,Publicado hace 1 mes,Dueño Directo,Se Vende Una Casa en Mucho Lote
Entre 20 y 50 años,4,2,No,"https://www.google.com/maps/place/-2.171999931335449,-79.90599822998047",80, $42.000,Publicado hace 1 mes,Dueño Directo,VENTA DE CASA DE UNA PLANTA  UBICADA EN LA CDLA MARTHA DE ROLDOS
Entre 10 y 20 años,3,3,,"https://www.google.com/maps/place/-2.118000030517578,-79.89299774169922",137, $115.000,Publicado hace 1 mes,Inmobiliaria,Venta de Casa Cdla. Guayacanes sector norte de Guayaquil / remodelada
,1,,Si,"https://www.google.com/maps/place/-2.21,-79.889",350,$280.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa Rentera Esquinera
Hasta 5 años,4,4,,"https://www.google.com/maps/place/-2.184999942779541,-79.97000122070312",344, $255.000,Publicado hace 1 mes,Inmobiliaria,"Venta de Casa en Urb. Bosques de la Costa, Vía a la Costa"
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.187999963760376,-80",433, $385.000,Publicado hace 1 mes,Inmobiliaria,"Venta de Casa en Urb. Terranostra, Vía a la Costa, cerca del C.C Laguna Plaza"
Entre 10 y 20 años,5,6,Si,"https://www.google.com/maps/place/-2.1089999675750732,-79.90299987792969",200, $155.000,Publicado hace 1 mes,Inmobiliaria,"Casa en Venta, Samanes 6, Norte de Guayaquil, 5 Hab, 6 Baños, 200m2"
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.89299774169922",115, $68.000,Publicado hace 1 mes,Inmobiliaria,"Venta de Casa en Mucho Lote 2, cerca de la Autopista Narcisa de Jesus, junto al Comisariato, Norte de Guayaquil"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.90899658203125",120, $135.000,Publicado hace 1 mes,Dueño Directo,# se vende bonita casa en veranda / norte
Entre 5 y 10 años,3,4,No,"https://www.google.com/maps/place/-2.2760000228881836,-79.88600158691406",219,$155.000,Publicado hace 1 mes,Inmobiliaria,#SE VENDE DEPARTAMENTO CENTRO/UNIVERSIDADES CERCA A 5 MINUTOS/ SALA DE CINE
Entre 10 y 20 años,6,4,Si,"https://www.google.com/maps/place/-2.115999937057495,-79.89099884033203",240, $140.000,Publicado hace 1 mes,Inmobiliaria,"Casa Rentera en Venta, Guayacanes, 6 Hab, 4 Baños, 240m2"
Entre 5 y 10 años,2,2,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",80, $95.000,Publicado hace 1 mes,Inmobiliaria,"Departamento en Venta en Puerto Azul, 2 Hab, 2 Bañ, Via a la Costa."
Entre 20 y 50 años,2,2,No,"https://www.google.com/maps/place/-2.0684282779693604,-79.92726135253906",80,$85.000,Publicado hace 1 mes,Dueño Directo,Venta Casa 2 Plantas en Pradera 2 (comer
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.194999933242798,-79.9000015258789",110, $78.000,Publicado hace 1 mes,Inmobiliaria,Se vende casa en La Joya etapa Quarzo
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.1619935035705566,-79.80382537841797",128, $18.000,Publicado hace 1 mes,Dueño Directo,Casa en El Sector de La Isla Trinitaria
Entre 20 y 50 años,4,4,Si,"https://www.google.com/maps/place/-2.24399995803833,-79.90699768066406",140, $110.000,Publicado hace 1 mes,Inmobiliaria,SE VENDE CASA REMODELADA 4 DORMITORIOS EN CDLA. LOS ESTEROS
Entre 10 y 20 años,4,4,,"https://www.google.com/maps/place/-2.14973521232605,-79.6032485961914",185, $145.000,Publicado hace 1 mes,Dueño Directo,Casa en Santa Maria de Casa Grande Venta
Hasta 5 años,2,1,No,"https://www.google.com/maps/place/-2.2658298015594482,-80.90192413330078",250,$45.000,Publicado hace 1 mes,Dueño Directo,Casa en Venta - Salinas - Vinicio 1
Entre 5 y 10 años,2,3,Si,"https://www.google.com/maps/place/-2.0869998931884766,-79.93499755859375",124,$180.000,Publicado hace 1 mes,Dueño Directo,Vendo
Entre 20 y 50 años,2,1,No,"https://www.google.com/maps/place/-2.0290000438690186,-79.86599731445312",78,$33.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa Barata Montebello
Entre 20 y 50 años,3,2,Si,"https://www.google.com/maps/place/-2.183000087738037,-79.90899658203125",130, $73.000,Publicado hace 1 mes,Inmobiliaria,CASA EN VENTA CIUDADELA FERROVIARIA
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.183000087738037,-79.90399932861328",120, $120.000,Publicado hace 1 mes,Dueño Directo,VENTA DE CASA DE 2 PLANTAS EN VILLA DEL REY
Entre 20 y 50 años,3,2,Si,"https://www.google.com/maps/place/-2.244999885559082,-79.9000015258789",78, $59.500,Publicado hace 1 mes,Inmobiliaria,CASA EN VENTA SUR DE GUAYAQUIL
Hasta 5 años,2,2,,"https://www.google.com/maps/place/-2.2069251537323,-79.91094970703125",105,$40.000,Publicado hace 1 mes,Dueño Directo,Villa en Cdla Jardines de Girasoles
Entre 10 y 20 años,3,1,No,"https://www.google.com/maps/place/-2.062999963760376,-79.9469985961914",96,$50.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa en Sector Norte de Guayaquil
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",134, $145.000,Publicado hace 1 mes,Inmobiliaria,De Oportunidad Vendo Departamento en Kennedy Norte
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",136, $158.000,Publicado hace 1 mes,Inmobiliaria,Vendo Moderno Departamento en Kennedy Norte
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",156, $155.000,Publicado hace 1 mes,Inmobiliaria,Vendo Espacioso Departamento en Kennedy Norte
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.98300170898438",204, $169.000,Publicado hace 1 mes,Inmobiliaria,En Venta Hermosa Casa en Urb. Portal al Sol - E. SALCEDO
Entre 5 y 10 años,4,5,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.98100280761719",212, $199.900,Publicado hace 1 mes,Inmobiliaria,"En Venta Casa en Belohorizonte, Via a la Costa - E. Salcedo"
A estrenar,1,2,Si,"https://www.google.com/maps/place/-2.1710000038146973,-79.89900207519531",88, $93.000,Publicado hace 1 mes,Inmobiliaria,Se Vende por Estrenar Amplia Suite en Kennedy Norte
En construcción,2,3,Si,"https://www.google.com/maps/place/-2.0899999141693115,-79.9280014038086",120,$38.000,Publicado hace 1 mes,Dueño Directo,Se Vende Casa con Garaje
Entre 5 y 10 años,3,4,No,"https://www.google.com/maps/place/-2.0989999771118164,-79.90599822998047",167, $150.000,Publicado hace 1 mes,Inmobiliaria,En Venta Casa en Orquídeas XXI etapa - J. MONCADA
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.175813674926758,-79.89541625976562",101,$74.000,Publicado hace 1 mes,Dueño Directo,Villa Del Rey (1ra Etapa) Oportunidad
Hasta 5 años,4,3,No,"https://www.google.com/maps/place/-2.2839999198913574,-79.88400268554688",200, $125.000,Publicado hace 1 mes,Inmobiliaria,"Venta de Casa en Urbanizacion Santorini, cerca del C.C City Mall, Norte de Guayaquil"
Entre 5 y 10 años,1,2,Si,"https://www.google.com/maps/place/-2.1480000019073486,-79.89399719238281",176,$130.000,Publicado hace 1 mes,Dueño Directo,Casa Y Local
Entre 5 y 10 años,7,7,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",114,$80.000,Publicado hace 1 mes,Dueño Directo,Casa en Venta Al Sur de Guayaquil
Entre 10 y 20 años,3,1,Si,"https://www.google.com/maps/place/-2.127000093460083,-79.88999938964844",87, $60.000,Publicado hace 1 mes,Inmobiliaria,"Venta de Casa en Sauces Remodelada, cerca del nuevo Puente de Samborondon, Norte de Guayaquil"
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.8759994506836",92, $165.000,Publicado hace 1 mes,Inmobiliaria,Venta Departamento Bellini II Vista al Rio Puerto Santa Ana 77 M2
Entre 5 y 10 años,3,3,,"https://www.google.com/maps/place/-2.1389999389648438,-79.9219970703125",158, $105.000,Publicado hace 1 mes,Dueño Directo,CASA HERMOSA EN SAN FELIPE
Entre 10 y 20 años,8,7,Si,"https://www.google.com/maps/place/-2.2290000915527344,-79.89800262451172",500, $197.000,Publicado hace 1 mes,Dueño Directo,CIUDADELA LUIS MOREJON ALMEIDA JUNTO AL MALL DEL SUR
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",100, $90.000,Publicado hace 1 mes,Inmobiliaria,Venta departamento 2 dormt Kennedy Norte
Entre 5 y 10 años,1,1,No,"https://www.google.com/maps/place/-2.234999895095825,-79.9010009765625",120, $30.000,Publicado hace 1 mes,Inmobiliaria,Vendo Casa en Floresta 1
Entre 10 y 20 años,2,1,No,"https://www.google.com/maps/place/-2.128999948501587,-79.9469985961914",250,$1,Publicado hace 1 mes,Dueño Directo,Vendo Casa en Quevedo de Oportunidad
Entre 20 y 50 años,1,1,No,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",128, $18.000,Publicado hace 1 mes,Dueño Directo,Se Vende Casa
Entre 5 y 10 años,3,2,No,"https://www.google.com/maps/place/-2.117000102996826,-79.90699768066406",91, $83.000,Publicado hace 1 mes,Inmobiliaria,Casa en Venta - Av Francisco de Orellana - J. Moncada
Entre 10 y 20 años,6,3,No,"https://www.google.com/maps/place/-2.1710000038146973,-79.9219970703125",135,$49.900,Publicado hace 1 mes,Dueño Directo,Casa de Hormigon con Terraza
Entre 5 y 10 años,3,3,,"https://www.google.com/maps/place/-2.1710000038146973,-79.9219970703125",430, $160.000,Publicado hace 1 mes,Dueño Directo,VENDO CASA DE OPORTUNIDAD
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.90799713134766",210, $145.000,Publicado hace 1 mes,Inmobiliaria,Venta de Departamento Planta Baja en Entre Rios
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.98100280761719",180, $170.000,Publicado hace 1 mes,Inmobiliaria,Venta de Casa Remodelada Excelentes Acabados - m. Mariscal - A. Jurado
Entre 10 y 20 años,7,4,Si,"https://www.google.com/maps/place/-2.118000030517578,-79.89299774169922",185, $109.800,Publicado hace 1 mes,Inmobiliaria,Casa Rentera en Venta - Guayacanes - Cerca del C.C Riocentro Norte E Pisos - F. Rodríguez
En construcción,1,,No,"https://www.google.com/maps/place/-2.194999933242798,-79.90799713134766",72,$28.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa Duran Recreo por Terminar
Entre 20 y 50 años,7,4,Si,"https://www.google.com/maps/place/-2.244999885559082,-79.91899871826172",231, $119.000,Publicado hace 1 mes,Inmobiliaria,Casa Rentera de Venta en Cdla. El Paraiso
Entre 5 y 10 años,4,5,Si,"https://www.google.com/maps/place/-2.187999963760376,-79.98100280761719",330, $265.000,Publicado hace 1 mes,Dueño Directo,Hermosa casa Urb. Belohorizonte
Entre 5 y 10 años,2,1,Si,"https://www.google.com/maps/place/-2.128000020980835,-79.92500305175781",7,$26.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa en El Suburbio Un Solo Dueño
Hasta 5 años,2,2,,"https://www.google.com/maps/place/-2.2149999141693115,-79.89700317382812",98, $17.000,Publicado hace 1 mes,Dueño Directo,Vivienda Esquinera Buena Ubicación
Entre 20 y 50 años,10,10,Si,"https://www.google.com/maps/place/-2.1608810424804688,-79.93003845214844",500, $349.000,Publicado hace 1 mes,Dueño Directo,Se Vende Edificio en El Centro
Entre 5 y 10 años,3,3,No,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",220, $165.000,Publicado hace 1 mes,Inmobiliaria,Venta de Departamentos Planta Alta y Planta Baja en Las Cumbres
Entre 20 y 50 años,6,4,No,"https://www.google.com/maps/place/-2.092639684677124,-79.91312408447266",80, $55.000,Publicado hace 1 mes,Dueño Directo,Casa Rentera
Entre 5 y 10 años,3,1,No,"https://www.google.com/maps/place/-2.128000020980835,-79.9990005493164",13, $37.000,Publicado hace 1 mes,Dueño Directo,Se Vende Casa o se ALQUILA UNA Sweet
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.111999988555908,-79.90299987792969",110, $150.000,Publicado hace 1 mes,Inmobiliaria,En Venta Casa de Dos plantas en Samanes II - J. MONCADA
Hasta 5 años,2,1,Si,"https://www.google.com/maps/place/-2.133,-79.97",57,$12.000,Publicado hace 1 mes,Dueño Directo,Casa
Entre 10 y 20 años,2,1,Si,"https://www.google.com/maps/place/-2.124000072479248,-79.9219970703125",72,$35.000,Publicado hace 1 mes,Dueño Directo,Venta Casa
Entre 10 y 20 años,1,1,No,"https://www.google.com/maps/place/-2.1559998989105225,-79.9219970703125",49, $10.000,Publicado hace 1 mes,Dueño Directo,Casa de oferta
A estrenar,9,9,Si,,400, $215.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa Rentera Alborada Av Principal
En construcción,3,4,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",210,$86.000,Publicado hace 1 mes,Dueño Directo,Vendo casa nueva
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.276076555252075,-79.87814331054688",198,$65.000,Publicado hace 1 mes,Dueño Directo,Casa 1 planta alta
Entre 5 y 10 años,2,2,Si,"https://www.google.com/maps/place/-2.1610000133514404,-79.9469985961914",196,$118.000,Publicado hace 1 mes,Inmobiliaria,Departamento en Los Ceibos
Entre 20 y 50 años,3,3,No,"https://www.google.com/maps/place/-2.2100000381469727,-79.88700103759766",120, $52.000,Publicado hace 1 mes,Dueño Directo,DEPARTAMENTO VENDO FRENTE AL PARQUE ESPAÑA
Entre 10 y 20 años,7,7,Si,"https://www.google.com/maps/place/-2.183000087738037,-79.91200256347656",180, $160.000,Publicado hace 1 mes,Inmobiliaria,Venta de Casa Rentera en Las Terrazas
Entre 20 y 50 años,4,3,No,"https://www.google.com/maps/place/-2.1429998874664307,-79.93800354003906",120, $40.000,Publicado hace 1 mes,Dueño Directo,Casa Esquinera de 2 Pisos con Garaje
Entre 5 y 10 años,4,3,Si,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",112,$75.000,Publicado hace 1 mes,Inmobiliaria,"Vendo Casa Oportunidad, Via a Salitre"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1489999294281006,-79.89600372314453",108, $138.000,Publicado hace 1 mes,Inmobiliaria,"En Venta Departamento en Entre Ríos, Samborondon - A. Agurto"
Entre 5 y 10 años,4,3,No,"https://www.google.com/maps/place/-2.0799999237060547,-79.9219970703125",84, $68.000,Publicado hace 1 mes,Inmobiliaria,OPORTUNIDAD Casa Rentera Esquinera en Mucho Lote 1 - S. Orozco
,3,2,,"https://www.google.com/maps/place/-2.2039999961853027,-80.05999755859375",150, ,Publicado hace 1 mes,Dueño Directo,VENTA HERMOSA VILLA DE UNA PLANTA EN VALLE ALTO
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.062999963760376,-79.91400146484375",108,$84,Publicado hace 1 mes,Inmobiliaria,Venta de Villa en Metropolis 2 Etpa C
Entre 10 y 20 años,1,1,No,"https://www.google.com/maps/place/-2.190000057220459,-79.88500213623047",30, $23.800,Publicado hace 1 mes,Inmobiliaria,venta d suite u oficina excelente para profesionales recién graduados
Entre 10 y 20 años,5,6,Si,"https://www.google.com/maps/place/-2.174999952316284,-79.94200134277344",456, $268.900,Publicado hace 1 mes,Inmobiliaria,Venta de Casa en la Urb. Los Senderos - MAE. RECALDE
Entre 10 y 20 años,3,1,Si,"https://www.google.com/maps/place/-2.2149999141693115,-79.88899993896484",74,$37.500,Publicado hace 1 mes,Dueño Directo,VENTA DE CASA DOS PLANTAS
Entre 5 y 10 años,4,3,Si,,5, $40.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa de Dos Pisos
Entre 20 y 50 años,1,,Si,"https://www.google.com/maps/place/-2.1649999618530273,-79.9209976196289",472, $210.000,Publicado hace 1 mes,Inmobiliaria,En Venta Casa con Uso de Suelo Comercial - I. Alarcón
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.90799713134766",132, $139.000,Publicado hace 1 mes,Inmobiliaria,Venta de Casa en Urb. Condado Viocolinci
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.90799713134766",124, $129.000,Publicado hace 1 mes,Inmobiliaria,Venta de Departamento en Entre Rios
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.197000026702881,-79.90799713134766",89, $112.000,Publicado hace 1 mes,Inmobiliaria,Venta Departamento en Santa Cecilia
Entre 20 y 50 años,3,4,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",470, $220.000,Publicado hace 1 mes,Inmobiliaria,Vendo Casa Lomas de Urdesa - F. Brito
Entre 20 y 50 años,2,2,Si,"https://www.google.com/maps/place/-2.177000045776367,-79.89600372314453",103, $85.000,Publicado hace 1 mes,Dueño Directo,En Venta Amplio Departamento en Nueva Kennedy - K. Baquero - G. Sosa
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.196000099182129,-79.91500091552734",250, $135.000,Publicado hace 1 mes,Inmobiliaria,"Casa en venta en Salinas, a 3 cuadras de la avenida Carlos Espinoza, Santa Elena"
,3,2,No,"https://www.google.com/maps/place/-2.0880000591278076,-79.91200256347656",17,$37.000,Publicado hace 1 mes,Dueño Directo,Venta de Casa por Viaje
A estrenar,5,2,No,"https://www.google.com/maps/place/-2.1282308101654053,-79.99644470214844",150, $25.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.062999963760376,-79.91400146484375",108,$84,Publicado hace 1 mes,Dueño Directo,Vendo Villa en Metropolis 2c
Entre 5 y 10 años,6,3,No,"https://www.google.com/maps/place/-2.1579999923706055,-79.88999938964844",150,$90.000,Publicado hace 1 mes,Dueño Directo,Venta Casa Sur Gye Cerca Ave 25 de Julio
Entre 5 y 10 años,3,1,No,"https://www.google.com/maps/place/-2.0959999561309814,-79.9280014038086",95,$45.000,Publicado hace 1 mes,Dueño Directo,Vendo Casa Buen Sector
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.8759994506836",116, $260.000,Publicado hace 1 mes,Inmobiliaria,Departamento de Venta en Puerto Santa Ana
